fold,accuracy,f1,precision,recall
0,0.8192771084337349,0.8199057642721956,0.847229123345353,0.8192771084337349
1,0.8554216867469879,0.8535746998017131,0.8678714859437751,0.8554216867469879
2,0.8433734939759037,0.8416644525645234,0.862947895478016,0.8433734939759037
3,0.7831325301204819,0.781377457883482,0.8165006178560396,0.7831325301204819
4,0.8292682926829268,0.8275153031250593,0.8544715447154471,0.8292682926829268
5,0.8048780487804879,0.8003797141719063,0.8284943714821763,0.8048780487804879
